City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Port Hawkesbury,CA,45.6169,-61.3485,53.58,96,90,5.01,light rain
460,Nuuk,GL,64.1835,-51.7216,30.81,93,90,8.05,light snow
461,Lata,PT,40.1629,-8.3327,48.06,89,27,2.89,scattered clouds
462,Wanning,CN,18.8003,110.3967,64.8,77,8,8.19,clear sky
463,Luan,CH,46.3592,6.9759,37.56,85,100,0.63,overcast clouds
464,Cabo San Lucas,MX,22.8909,-109.9124,82.51,65,75,11.5,broken clouds
465,Jambi,ID,-1.6,103.6167,73.94,97,92,1.1,overcast clouds
466,Praia,CV,14.9215,-23.5087,79.34,83,75,3.44,broken clouds
467,Ginir,ET,7.1333,40.7,59.27,40,36,7.02,scattered clouds
468,Varnamo,SE,57.186,14.04,38.05,95,100,4.12,overcast clouds
469,New Port Richey,US,28.2442,-82.7193,78.82,58,9,3.0,clear sky
470,Phalaborwa,ZA,-23.943,31.1411,67.28,61,100,11.27,overcast clouds
471,Morant Bay,JM,17.8815,-76.4093,81.66,75,32,13.47,scattered clouds
472,Salinopolis,BR,-0.6136,-47.3561,82.92,73,100,10.38,overcast clouds
473,Merrill,US,45.1805,-89.6835,26.37,60,90,10.36,overcast clouds
474,Deputatskiy,RU,69.3,139.9,-26.1,89,100,0.89,overcast clouds
475,Bridlington,GB,54.0831,-0.1919,38.28,70,95,12.84,overcast clouds
476,Pangkalanbuun,ID,-2.6833,111.6167,74.14,97,90,2.62,overcast clouds
477,Dunedin,NZ,-45.8742,170.5036,58.01,55,100,3.04,overcast clouds
478,Chapaevsk,RU,52.9813,49.7112,31.21,96,21,5.21,few clouds
479,Goundam,ML,16.4145,-3.6708,84.09,22,29,8.46,scattered clouds
480,Abu Dhabi,AE,24.4667,54.3667,77.97,68,0,3.44,clear sky
481,Akdepe,TM,42.0551,59.3788,32.09,78,14,6.55,few clouds
482,Semikarakorsk,RU,47.5194,40.8112,27.41,62,0,4.97,clear sky
483,Kolyvan,RU,55.3053,82.7391,15.06,97,59,6.98,broken clouds
484,Barsovo,RU,61.1667,73.1667,-3.87,96,96,8.88,overcast clouds
485,Tucumcari,US,35.1717,-103.725,51.94,29,1,3.44,clear sky
486,Moron,AR,-34.6534,-58.6198,70.99,78,100,3.0,overcast clouds
487,Turiacu,BR,-1.6633,-45.3717,82.96,71,97,7.09,overcast clouds
488,Rantepao,ID,-2.9701,119.8978,67.21,97,100,2.71,overcast clouds
489,Vila Praia De Ancora,PT,41.811,-8.8526,53.11,73,46,15.14,scattered clouds
490,Sterling,US,39.0062,-77.4286,63.68,37,75,5.01,broken clouds
491,Salamiyah,SY,35.0113,37.0532,57.61,75,58,5.28,broken clouds
492,Zainsk,RU,55.3195,52.0694,27.59,96,34,6.98,scattered clouds
493,Campbellsville,US,37.3434,-85.3419,47.66,71,100,1.01,overcast clouds
494,Tarata,BO,-17.6167,-66.0167,83.62,34,79,14.52,broken clouds
495,Ilhabela,BR,-23.7781,-45.3581,73.96,85,38,11.16,scattered clouds
496,Whitehorse,CA,60.7161,-135.0538,13.1,92,75,3.44,light snow
497,Macapa,BR,0.0389,-51.0664,89.58,62,75,11.5,broken clouds
498,Bodaybo,RU,57.8506,114.1933,-6.36,99,99,2.17,overcast clouds
499,Sarh,TD,9.1429,18.3923,75.11,64,0,0.0,clear sky
500,Cloppenburg,DE,52.85,8.0333,40.39,88,11,9.08,few clouds
501,Penzance,GB,50.1186,-5.5371,46.76,63,100,21.59,overcast clouds
502,Fuxin,CN,42.0156,121.6589,17.29,89,11,2.77,few clouds
503,San Buenaventura,MX,27.0833,-101.5333,63.52,94,90,0.0,overcast clouds
504,Kedrovyy,RU,56.1667,91.8167,23.41,98,100,10.47,light snow
505,Flin Flon,CA,54.7682,-101.865,10.24,72,90,8.05,light snow
506,Batemans Bay,AU,-35.7167,150.1833,63.19,94,100,12.46,moderate rain
507,Catamarca,AR,-28.4696,-65.7852,97.05,21,2,3.0,clear sky
508,Lucapa,AO,-8.4192,20.7447,66.06,96,100,0.49,light rain
509,Makinsk,KZ,52.6292,70.4169,-0.51,91,90,9.89,overcast clouds
510,Iwata,JP,34.7,137.85,51.03,78,0,5.01,clear sky
511,Tommot,RU,58.9564,126.2925,-13.02,99,40,1.1,scattered clouds
512,Mardin,TR,37.3131,40.7436,49.6,60,100,6.89,overcast clouds
513,Ler,SS,8.3018,30.1418,79.25,26,67,5.68,broken clouds
514,Choya,RU,52.0108,86.5467,30.45,95,100,15.5,snow
515,Oktyabrskoye,RU,43.0645,44.7417,28.54,93,64,8.95,broken clouds
516,Madras,IN,13.0878,80.2785,78.96,95,90,0.0,very heavy rain
517,Toguchin,RU,55.2353,84.3858,13.01,93,100,11.14,overcast clouds
518,Key West,US,24.5557,-81.7826,80.6,58,1,11.5,clear sky
519,Mahebourg,MU,-20.4081,57.7,75.49,83,20,4.61,few clouds
520,Inuvik,CA,68.3499,-133.7218,-8.39,76,75,2.3,light snow
521,Morro Da Fumaca,BR,-28.6508,-49.21,79.99,70,100,7.74,overcast clouds
522,Aranda De Duero,ES,41.6704,-3.6892,37.35,86,100,11.18,overcast clouds
523,Hambantota,LK,6.1241,81.1185,77.59,87,100,8.79,overcast clouds
524,Griffith,US,41.5284,-87.4237,41.11,79,90,5.01,overcast clouds
525,Turcianske Teplice,SK,48.8623,18.8605,38.55,82,100,4.81,overcast clouds
526,Imst,AT,47.2684,10.6698,26.38,87,99,2.8,overcast clouds
527,Raga,SS,8.4596,25.678,76.44,22,6,5.1,clear sky
528,Richards Bay,ZA,-28.783,32.0377,66.24,73,99,6.69,overcast clouds
529,Pareora,NZ,-44.4871,171.2132,65.17,39,100,4.68,light rain
530,Wanaka,NZ,-44.7,169.15,57.11,59,100,11.99,overcast clouds
531,Buraydah,SA,26.326,43.975,72.05,31,0,9.86,clear sky
532,Jalu,LY,29.0331,21.5482,71.87,26,0,12.1,clear sky
533,Porto Franco,BR,-6.3383,-47.3992,82.87,73,100,1.32,moderate rain
534,San-Pedro,CI,4.7485,-6.6363,80.38,85,12,7.18,few clouds
535,Tessalit,ML,20.1986,1.0114,78.26,29,27,6.24,scattered clouds
536,Sistranda,NO,63.7256,8.834,33.91,55,100,14.2,overcast clouds
537,El Fuerte,MX,26.4189,-108.6194,84.09,33,65,3.89,broken clouds
538,Qasigiannguit,GL,68.8193,-51.1922,26.85,81,90,8.28,overcast clouds
539,Belaya Gora,RU,68.5333,146.4167,-35.79,100,41,1.48,scattered clouds
540,Noumea,NC,-22.2763,166.4572,78.01,99,30,7.36,scattered clouds
541,Vao,NC,-22.6667,167.4833,74.71,84,31,17.54,scattered clouds
542,Foam Lake,CA,51.65,-103.5343,21.07,83,100,11.72,overcast clouds
543,Lagunas,PE,-5.2269,-75.6753,89.44,49,99,4.21,overcast clouds
544,Leiyang,CN,26.4024,112.8591,51.46,78,0,1.3,clear sky
545,Te Horo,NZ,-40.8084,175.1233,62.1,70,85,3.0,overcast clouds
546,Hornepayne,CA,49.2138,-84.7705,13.73,88,100,10.09,light snow
547,Strezhevoy,RU,60.7333,77.5889,-0.42,100,93,5.7,overcast clouds
548,Severobaykalsk,RU,55.65,109.3167,19.27,94,100,5.21,light snow
549,Fagernes,NO,60.9858,9.2324,23.92,94,96,1.74,overcast clouds
550,Harper,LR,4.375,-7.7169,80.22,83,62,8.75,broken clouds
551,Ust-Maya,RU,60.4167,134.5333,-24.34,99,23,0.63,few clouds
552,Aranos,NA,-24.1333,19.1167,76.53,7,0,15.17,clear sky
553,Nakusp,CA,50.2499,-117.8023,34.14,93,100,4.61,light rain
554,Itarema,BR,-2.9248,-39.9167,83.28,68,84,16.51,broken clouds
555,Mutis,CO,6.2262,-77.4044,77.09,91,100,6.35,light rain
556,Mwinilunga,ZM,-11.7358,24.4293,60.51,89,100,2.19,overcast clouds
557,Esperance,AU,-33.8667,121.9,53.44,84,99,9.08,overcast clouds
558,Novo Aripuana,BR,-5.1206,-60.3797,88.59,58,96,1.7,overcast clouds
559,Elk,PL,53.8282,22.3647,37.58,68,90,14.81,overcast clouds
560,Murray Bridge,AU,-35.1167,139.2667,58.48,67,100,17.22,overcast clouds
561,Kasongo-Lunda,CD,-6.4667,16.8167,68.95,97,94,1.34,overcast clouds
562,Lianran,CN,24.9227,102.485,43.34,95,2,1.68,clear sky
563,Itupiranga,BR,-5.1347,-49.3267,91.72,74,74,2.91,broken clouds
564,Montana,BG,43.4125,23.225,46.56,77,5,1.59,clear sky
565,Kupang,ID,-10.1667,123.5833,77.9,91,100,10.07,light rain
566,Cabadiangan,PH,9.7531,122.4739,77.67,87,100,3.36,overcast clouds
567,Mackay,AU,-21.15,149.2,77.04,94,94,2.3,overcast clouds
568,Tokat,TR,40.4167,36.5833,30.2,98,92,4.05,overcast clouds
569,Yacuiba,BO,-22.038,-63.6797,92.17,52,75,9.22,broken clouds
570,Selenice,AL,40.5306,19.6358,58.48,70,100,7.85,overcast clouds
571,Dwarka,IN,22.2394,68.9678,76.35,61,0,6.96,clear sky
572,Haapiti,PF,-17.5667,-149.8667,83.93,75,6,16.93,clear sky
573,Calafell,ES,41.2,1.5683,52.54,86,47,11.99,scattered clouds
574,Ponta Delgada,PT,37.7333,-25.6667,60.49,82,20,16.11,few clouds
575,Kapustin Yar,RU,48.5831,45.7372,28.8,71,11,7.76,few clouds
576,Smidovich,RU,48.6,133.8167,12.67,91,100,7.25,overcast clouds
577,Sorong,ID,-0.8833,131.25,80.08,81,85,5.82,moderate rain
578,Diofior,SN,14.1833,-16.6667,83.32,62,97,10.16,overcast clouds
579,Mana,GF,5.6592,-53.7767,81.99,77,54,7.23,broken clouds
580,Buckingham,GB,51.9997,-0.9878,38.44,84,99,6.62,overcast clouds
581,Luanda,AO,-8.8368,13.2343,80.6,78,75,6.91,broken clouds
582,Omboue,GA,-1.5746,9.2618,78.28,88,89,5.44,overcast clouds
583,Nanaimo,CA,49.1663,-123.936,46.4,97,90,33.38,heavy intensity rain
584,Santa Rita,BR,-7.1139,-34.9781,86.67,62,20,11.5,few clouds
585,Davila,PH,18.4726,120.5763,78.71,82,87,16.28,overcast clouds
586,Panzhihua,CN,26.5851,101.7128,48.49,84,5,1.07,clear sky
587,Taitung,TW,22.7583,121.1444,72.34,83,89,8.46,overcast clouds
588,Abha,SA,18.2164,42.5053,58.82,88,0,0.0,clear sky
589,Caravelas,BR,-17.7125,-39.2481,77.16,66,0,8.14,clear sky
590,Berlevag,NO,70.8578,29.0864,19.35,86,40,13.8,light shower snow
591,Mpulungu,ZM,-8.7623,31.1141,72.07,86,77,3.89,light rain
592,Santo Domingo,DO,18.5001,-69.9886,89.24,65,40,5.01,scattered clouds
593,Nhulunbuy,AU,-12.2333,136.7667,79.41,83,100,0.0,overcast clouds
594,Maturin,VE,9.75,-63.1767,88.36,55,59,8.34,broken clouds
595,San Carlos De Bariloche,AR,-41.1456,-71.3082,62.35,39,40,21.85,scattered clouds
596,Bathsheba,BB,13.2167,-59.5167,83.01,78,40,8.05,thunderstorm
597,Bourges,FR,47.25,2.4167,35.92,92,100,5.73,overcast clouds
598,Pietersburg,ZA,-23.9045,29.4688,58.05,72,24,8.05,few clouds
599,Boo,SE,59.3333,18.2833,32.99,83,0,8.05,clear sky
600,Saint-Pierre,RE,-21.3393,55.4781,77.29,78,90,6.91,overcast clouds
601,Bekovo,RU,52.4663,43.712,32.09,91,100,10.07,overcast clouds
602,Abnub,EG,27.2696,31.1511,68.22,40,2,7.14,clear sky
603,Mulege,MX,26.8833,-111.9833,73.51,51,89,17.6,overcast clouds
604,Kenitra,MA,34.261,-6.5802,56.84,72,18,10.76,few clouds
605,Tornio,FI,65.8481,24.1466,10.42,87,100,7.23,overcast clouds
606,Gateshead,GB,54.9333,-1.6667,38.91,81,0,8.05,clear sky
607,Tagusao,PH,9.1924,117.8141,78.93,83,100,2.04,moderate rain
608,Ecoporanga,BR,-18.3733,-40.8306,78.93,67,23,5.66,few clouds
609,Vaitape,PF,-16.5167,-151.75,81.93,76,4,18.54,clear sky
610,Mayo,US,38.8876,-76.5119,61.79,55,62,3.0,broken clouds
611,Palana,RU,59.1167,159.9667,14.58,82,100,18.86,overcast clouds
612,Carroll,US,39.5501,-77.0164,61.12,35,75,3.44,broken clouds
613,Reforma,MX,18.1,-91.0167,82.33,67,78,4.27,broken clouds
614,Batesville,US,35.7698,-91.641,48.83,74,90,10.36,overcast clouds
615,Chicama,PE,-7.8447,-79.1469,66.74,67,76,9.15,broken clouds
616,Henties Bay,NA,-22.116,14.2845,60.15,91,0,1.54,clear sky
617,Ambunti,PG,-4.2365,142.8448,73.26,99,100,1.54,overcast clouds
618,Calama,CL,-22.4667,-68.9333,75.69,8,90,25.32,overcast clouds
619,Reporoa,NZ,-38.4333,176.35,61.34,55,0,3.83,clear sky
620,Hvide Sande,DK,56.0045,8.1294,43.09,54,77,26.57,broken clouds
621,Bonavista,CA,48.6499,-53.1147,48.2,99,100,23.02,light rain
622,Marsabit,KE,2.3284,37.9899,76.68,35,84,14.58,broken clouds
623,Broken Hill,AU,-31.95,141.4333,56.91,77,90,27.63,overcast clouds
624,Annau,TM,37.8876,58.516,47.7,81,90,4.61,overcast clouds
625,Waingapu,ID,-9.6567,120.2641,80.2,79,100,2.95,overcast clouds
626,Atarra,IN,25.2833,80.5667,61.48,39,0,1.16,clear sky
627,Acajutla,SV,13.5928,-89.8275,95.34,54,100,7.7,overcast clouds
628,Murakami,JP,38.2333,139.4833,45.39,66,100,18.37,overcast clouds
629,Torring,DK,55.85,9.4833,42.42,82,44,12.84,scattered clouds
630,Carsamba,TR,41.1989,36.7219,48.78,100,40,3.44,scattered clouds
631,Beloha,MG,-25.1667,45.05,68.22,57,64,11.36,broken clouds
632,Lira,UG,2.235,32.9097,72.59,64,100,4.23,overcast clouds
633,Grand Forks,US,47.9417,-97.4337,15.78,57,40,11.5,scattered clouds
634,Narimanov,RU,46.6927,47.8498,24.71,56,0,6.17,clear sky
635,Vershino-Darasunskiy,RU,52.35,115.5167,-6.9,100,57,1.81,broken clouds
636,Pandan,PH,14.0453,124.1694,79.59,88,95,7.67,moderate rain
637,Walvis Bay,NA,-22.9575,14.5053,59.95,82,0,5.75,clear sky
638,Zyryanka,RU,65.75,150.85,-27.98,97,15,6.91,few clouds
639,Jackson,US,42.4165,-122.8345,61.84,70,1,0.0,clear sky
640,Luba,GQ,3.4568,8.5547,80.28,83,30,7.09,scattered clouds
641,Savannah Bight,HN,16.45,-85.85,79.0,76,99,9.86,overcast clouds
642,Harbour Breton,CA,47.4833,-55.7983,54.0,96,100,19.66,overcast clouds
643,Basco,PH,20.4487,121.9702,77.7,80,100,25.79,overcast clouds
644,Partizanskoye,RU,55.5006,94.39,37.81,84,100,16.93,overcast clouds
645,Bandarbeyla,SO,9.4942,50.8122,78.87,82,44,15.75,light rain
646,Charters Towers,AU,-20.1,146.2667,73.27,88,99,5.53,overcast clouds
647,Altus,US,34.6381,-99.334,53.98,29,1,1.01,clear sky
648,Paracale,PH,14.2804,122.7881,78.31,91,89,7.07,moderate rain
649,Lima,PE,-12.0432,-77.0282,70.14,73,90,11.5,overcast clouds
650,Itoman,JP,26.1247,127.6694,68.02,68,75,10.36,broken clouds
651,Morristown,US,36.214,-83.2949,61.92,49,90,11.5,overcast clouds
652,Astoria,US,46.1879,-123.8313,54.86,84,1,1.99,clear sky
653,Marawi,PH,7.9986,124.2928,66.65,94,100,1.48,overcast clouds
654,The Valley,AI,18.217,-63.0578,84.81,69,20,9.22,few clouds
655,Yurino,RU,56.2942,46.3039,29.52,95,58,7.25,broken clouds
656,Oranjestad,AW,12.524,-70.027,87.75,58,40,13.8,scattered clouds
657,Eureka,US,40.8021,-124.1637,58.62,68,100,1.01,overcast clouds
658,Guaruja,BR,-23.9931,-46.2564,94.6,69,75,5.75,broken clouds
659,Ano Mera,GR,37.45,25.4,58.66,70,77,13.76,broken clouds
660,Storm Lake,US,42.6411,-95.2097,26.35,26,1,14.97,clear sky
661,Garissa,KE,-0.4536,39.6401,83.44,60,96,15.05,overcast clouds
662,Santa Cruz De Tenerife,ES,28.4682,-16.2546,68.22,94,75,3.44,broken clouds
663,Bethalto,US,38.9092,-90.0407,41.0,77,68,1.99,broken clouds
664,Gladstone,AU,-23.85,151.25,73.33,94,40,1.14,light rain
665,Iskateley,RU,67.6803,53.1512,0.9,92,16,5.32,few clouds
666,Borogontsy,RU,62.6683,131.1683,-15.99,96,96,2.91,overcast clouds
667,Tomter,NO,59.65,11.0,32.49,86,59,3.33,broken clouds
668,Shieli,KZ,44.1667,66.75,26.04,61,0,9.08,clear sky
669,Guaratinga,BR,-16.5667,-39.5667,79.47,65,97,9.19,overcast clouds
670,Port Hedland,AU,-20.3167,118.5667,71.65,78,6,6.91,clear sky
671,Hays,US,30.0502,-98.0336,60.53,53,100,11.01,overcast clouds
672,Ochsenfurt,DE,49.6643,10.0623,36.84,84,98,3.67,overcast clouds
673,Churapcha,RU,62.0025,132.4325,-19.44,96,89,3.0,overcast clouds
674,Najran,SA,17.4924,44.1277,66.85,40,9,0.45,clear sky
675,Matay,EG,28.419,30.7792,68.23,44,5,6.55,clear sky
676,Brownsville,US,25.9018,-97.4975,76.98,83,90,9.22,overcast clouds
677,Vanavara,RU,60.34,102.2797,-0.63,100,100,2.1,overcast clouds
678,Cam Ranh,VN,11.9214,109.1591,75.16,73,75,11.5,moderate rain
679,Galle,LK,6.0367,80.217,76.87,89,98,7.25,overcast clouds
680,Makakilo City,US,21.3469,-158.0858,81.61,65,1,6.91,clear sky
681,Lingyuan,CN,41.24,119.4011,29.14,59,0,3.53,clear sky
682,Male,MV,4.1748,73.5089,80.55,78,75,9.22,broken clouds
683,Salym,RU,60.0625,71.4789,1.29,96,66,6.26,broken clouds
684,Chifeng,CN,42.2683,118.9636,25.48,62,0,5.5,clear sky
685,Healdsburg,US,38.6105,-122.8692,68.54,57,20,0.0,few clouds
686,Prescott,US,34.54,-112.4685,53.91,21,1,8.01,clear sky
687,Pauleni-Ciuc,RO,46.4,25.8333,29.88,86,2,2.08,clear sky
688,Juba,SS,4.8517,31.5825,85.53,30,96,2.19,overcast clouds
